customer_id,level,source,event_id,description,occurrence_count,safety_keyword
mr190519,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,101580,shutdown
mr190519,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",100930,shutdown
mr190519,I,DeveloperLog_DevLogService,0,CreateListOfChecks: Allocating SafetyRelatedQaCheckConfirmationWindow,10774,safety
mr190519,I,DeveloperLog_DevLogService,0,SafetyRelatedQaCheck.AreAllSafetyRelatedStepsDone()=True,10774,safety
mr193521,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,104668,helium
mr193521,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,104668,helium
mr193521,I,MRI_HEC,1032,Helium compressor unit is running.,104668,helium
mr193521,I,MRI_FRR,278,Emergency docking released,79926,emergency
mr193521,S,MRI_FRR,278,Emergency docking released,35394,emergency
mr193521,E,MRI_RFS,8,SAR limit(s) exceeded.,5740,sar limit
mr193521,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,4512,shutdown
mr194220,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,87380,helium
mr194220,I,MRI_HEC,1032,Helium compressor unit is running.,87364,helium
mr194220,I,MRI_FRR,278,Emergency docking released,87352,emergency
mr194220,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,87346,helium
mr194220,I,MRI_HEC,1023,Helium compressor Daily log has updated.,85411,helium
mr194220,I,MRI_HEC,1022,Helium compressor Weekly log has updated.,70295,helium
mr194220,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,47392,shutdown
mr196296,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,295216,helium
mr196296,I,MRI_HEC,1032,Helium compressor unit is running.,295216,helium
mr196296,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,295212,helium
mr196296,I,MRI_FRR,278,Emergency docking released.,295168,emergency
mr196296,I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",57272,shutdown
mr196296,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,57259,shutdown
mr196296,I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,57259,shutdown
mr196296,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,52980,shutdown
mr196296,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",49065,shutdown
mr200103,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,28540,helium
mr200103,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,28540,helium
mr200103,I,MRI_HEC,1032,Helium compressor unit is running.,28540,helium
mr200103,I,MRI_FRR,278,Emergency docking released.,28536,emergency
mr200103,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,1749,shutdown
mr200103,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,1390,shutdown
mr200103,I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,1390,shutdown
mr200103,I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",1390,shutdown
mr202008,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,185371,helium
mr202008,I,MRI_HEC,1032,Helium compressor unit is running.,185371,helium
mr202008,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,185366,helium
mr202008,I,MRI_FRR,278,Emergency docking released.,185328,emergency
mr202008,I,MRI_HEC,1023,Helium compressor Daily log has updated.,141882,helium
mr202008,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,117232,shutdown
mr202008,I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,117232,shutdown
mr202008,I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",117208,shutdown
mr202008,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,34098,shutdown
mr202008,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",33943,shutdown
mr202045,I,MRI_HEC,1032,Helium compressor unit is running.,519359,helium
mr202045,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,519356,helium
mr202045,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,519321,helium
mr202045,I,MRI_FRR,278,Emergency docking released.,472557,emergency
mr202045,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,199102,shutdown
mr202045,I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,199102,shutdown
mr202045,I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",199101,shutdown
mr202045,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,85329,shutdown
mr202045,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",82260,shutdown
mr202045,S,MRI_FRR,278,Emergency docking released.,57872,emergency
mr202045,I,_unknown,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",24122,shutdown
mr202045,I,_unknown,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,24095,shutdown
mr202045,I,_unknown,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,24095,shutdown
mr202045,E,MRI_RFS,8,SAR limit(s) exceeded.,24000,sar limit
mr202551,I,MRI_HEC,1032,Helium compressor unit is running.,138194,helium
mr202551,I,MRI_FRR,278,Emergency docking released.,138181,emergency
mr202551,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,138175,helium
mr202551,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,138174,helium
mr202551,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,17736,shutdown
mr202551,I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,17736,shutdown
mr202551,I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",17731,shutdown
mr202551,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,7852,shutdown
mr202551,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",6048,shutdown
mr202551,E,MRI_RFS,8,SAR limit(s) exceeded.,4314,sar limit
mr202596,I,MRI_HEC,1032,Helium compressor unit is running.,192122,helium
mr202596,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,192099,helium
mr202596,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,192099,helium
mr202596,I,MRI_FRR,278,Emergency docking released.,146113,emergency
mr202596,S,MRI_FRR,278,Emergency docking released.,55941,emergency
mr202596,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,50726,shutdown
mr202596,I,DeveloperLog_DevLogService,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,50726,shutdown
mr202596,I,DeveloperLog_DevLogService,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",50723,shutdown
mr202596,I,_unknown,0,"ShutdownService.RequestShutdownDelayInternal: Adding Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>, requestInfo=PendingShutdownActivities",21459,shutdown
mr202596,I,_unknown,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,21452,shutdown
mr202596,I,_unknown,0,ShutdownService.CancelShutdownDelayRequest: Removed Shutdown Delay Request: requestId=PendingShutdownActivities_<GUID>,21452,shutdown
mr202596,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,21236,shutdown
mr202596,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",20630,shutdown
mr202596,E,MRI_RFS,8,SAR limit(s) exceeded.,19914,sar limit
mr202596,I,_unknown,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,8742,shutdown
mr202596,I,_unknown,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",8527,shutdown
mr213726,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,324023,shutdown
mr213726,I,MRI_FRR,278,Emergency docking released,47713,emergency
mr213726,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,47562,helium
mr213726,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,47550,helium
mr213726,I,MRI_HEC,1032,Helium compressor unit is running.,47550,helium
mr213726,I,MRI_HEC,1023,Helium compressor Daily log has updated.,39707,helium
mr213726,I,MRI_HEC,1022,Helium compressor Weekly log has updated.,13762,helium
mr214701,I,MRI_HEC,1017,Helium compressor bypass solenoid valve closed.,63106,helium
mr214701,I,MRI_HEC,1031,Helium compressor unit is running in normal mode.,63105,helium
mr214701,I,MRI_HEC,1032,Helium compressor unit is running.,63105,helium
mr214701,I,MRI_FRR,278,Emergency docking released,63098,emergency
mr214701,I,MRI_HEC,1023,Helium compressor Daily log has updated.,62408,helium
mr214701,I,MRI_HEC,1022,Helium compressor Weekly log has updated.,43808,helium
mr214701,I,DeveloperLog_DevLogService,0,RequestShutdownDelaysForPendingActivities: There are no more pending activities.,36145,shutdown
mr214701,E,MRI_RFS,8,SAR limit(s) exceeded.,1758,sar limit
mr237202,I,MRI_FRR,278,Emergency docking released.,22921,emergency
mr237202,I,MRI_PFW,9001,GPAK2298 [Dev#<DEV_ID>] info: Emergency (EMCY - 1) has been received,11677,emergency
mr237202,I,DeveloperLog_DevLogService,0,ShutdownManagement.Shutdown - Point of no return -> ShutdownExecute,7862,shutdown
mr237202,S,MRI_FRR,278,Emergency docking released.,5516,emergency
mr237202,I,DeveloperLog_DevLogService,0,"ShutdownManagement - Executing: Immediate shutdown, as indicated by shutdown type 'Default' - no LCM involvement.",4598,shutdown
mr237202,S,MRI_PFW,9001,GPAK2298 [Dev#<DEV_ID>] info: Emergency (EMCY - 1) has been received,2942,emergency
